"Player","Team","Season","Position","Base Salary","Guaranteed Compensation","Date"
"Baggio Husidic","LAG","2016","M","150000","150000","2016-05-15"
"Josh Saunders","ORL","2017","GK","150000","150000","2017-09-15"
"Ike Opara","SKC","2017","D","150000","150000","2017-09-15"
"Yamil Asad","ATL","2017","M","150000","150000","2017-09-15"
"Carlo Cudicini","LAG","2013","GK","150000","150000","2013-05-01"
"Frédéric Piquionne","POR","2013","F","142000","150000","2013-05-01"
"John Thorrington","DCU","2013","M","150000","150000","2013-05-01"
"Patrick Ianni","SEA","2013","D","150000","150000","2013-05-01"
"Fabián Espíndola","NYRB","2013","F","150000","150000","2013-05-01"
"Rodney Wallace","POR","2013","M","125000","150000","2013-05-01"
"Tesho Akindele","ORL","2019","F","150000","150000","2019-06-01"
"Andy Polo","POR","2019","M","150000","150000","2019-06-01"
"Tesho Akindele","ORL","2019","F","150000","150000","2019-09-13"
"Andy Polo","POR","2019","M","150000","150000","2019-09-13"
"J.J. Williams","CLB","2019","F","95000.04","149750.04","2019-09-13"
"J.J. Williams","CLB","2019","F","95000","149750","2019-06-01"
"Demar Phillips","RSL","2015","D","140000","149666.67","2015-07-15"
"Demar Phillips","RSL","2015","D","140000","149666.67","2015-09-15"
"Khaly Thiam","CHI","2016","M","144000","149000","2016-09-15"
"Fafa Picault","PHI","2018","F","135000","148666.67","2018-05-01"
"Fafa Picault","PHI","2018","F","135000","148666.67","2018-09-15"
"Carlos Miguel Coronel","PHI","2019","GK","132000","148425","2019-06-01"
"Kevin Ellis","SKC","2017","D","140004","148337.33","2017-04-15"
"Kevin Ellis","SKC","2017","D","140004","148337.33","2017-09-15"
"Chris Tierney","NER","2017","D","140000","148333.33","2017-04-15"
"Chris Tierney","NER","2017","D","140000","148333.33","2017-09-15"
"Shea Salinas","SJE","2015","M","145000","148333.33","2015-07-15"
"Shea Salinas","SJE","2015","M","145000","148333.33","2015-09-15"
"Andrea Pisanu","MTL","2013","F","100000","148000","2013-08-01"
"Andrea Pisanu","MTL","2013","F","100000","148000","2013-09-15"
"Andrea Pisanu","MTL","2013","F","100000","148000","2013-05-01"
"Leonardo","HOU","2017","D","140004","147670.67","2017-04-15"
"Leonardo","HOU","2017","D","140004","147670.67","2017-09-15"
"Joe Bendik","ORL","2016","GK","140000","147666.67","2016-09-15"
"Nicolas Hasler","TOR","2018","D","132000","147666.67","2018-05-01"
"Nicolas Hasler","CHI","2018","D","132000","147666.67","2018-09-15"
"Joe Bendik","ORL","2016","GK","140000","147666.67","2016-05-15"
"Sanna Nyassi","MTL","2013","M","140000","147625","2013-08-01"
"Sanna Nyassi","MTL","2013","M","140000","147625","2013-09-15"
"Sanna Nyassi","MTL","2013","M","140000","147625","2013-05-01"
"Luis López","LAFC","2018","GK","70000.08","147500.08","2018-05-01"
"Luis López","LAFC","2018","GK","70000.08","147500.08","2018-09-15"
"Tommy Redding","NYRB","2018","D","125000","147500","2018-05-01"
"Tommy Redding","NYRB","2018","D","125000","147500","2018-09-15"
"Bobby Convey","NYRB","2014","M","137500","147500","2014-04-01"
"Bobby Convey","NYRB","2014","M","137500","147500","2014-09-15"
"Sean St Ledger","ORL","2015","D","124992","147492","2015-07-15"
"Sean St Ledger","COL","2015","D","124992","147492","2015-09-15"
"Joe Bendik","TOR","2014","GK","140000","147375","2014-04-01"
"Joe Bendik","TOR","2014","GK","140000","147375","2014-09-15"
"Nick Hagglund","CIN","2019","D","137504.4","147129.4","2019-09-13"
"Nick Hagglund","CIN","2019","D","137504","147129","2019-06-01"
"Jack Jewsbury","POR","2016","M","140000","147000","2016-09-15"
"Mikey Lopez","SKC","2013","M","75000","147000","2013-08-01"
"Mikey Lopez","SKC","2013","M","75000","147000","2013-09-15"
"Jack Jewsbury","POR","2016","D","140000","147000","2016-05-15"
"Mikey Lopez","SKC","2013","M","75000","147000","2013-05-01"
"JT Marcinkowski","SJE","2019","GK","135000","147000","2019-06-01"
"JT Marcinkowski","SJE","2019","GK","135000","147000","2019-09-13"
"Seth Sinovic","SKC","2015","M","140000","146750","2015-07-15"
"Seth Sinovic","SKC","2015","M","140000","146750","2015-09-15"
"Razvan Cocis","CHI","2014","M","140004","146670.67","2014-09-15"
"Daigo Kobayashi","NER","2015","M","135000","146666.67","2015-07-15"
"Daigo Kobayashi","NER","2015","M","135000","146666.67","2015-09-15"
"Micheal Azira","CHI","2019","D","140000.04","146625.04","2019-09-13"
"Micheal Azira","MTL","2019","D","140000","146625","2019-06-01"
"Alex De John","ORL","2019","D","135000","146614.17","2019-09-13"
"Alex De John","ORL","2019","D","135000","146614","2019-06-01"
"Tyler Adams","NYRB","2018","M","100000","146041.67","2018-09-15"
"James Riley","DCU","2013","D","140000","145750","2013-08-01"
"James Riley","DCU","2013","D","140000","145750","2013-09-15"
"James Riley","DCU","2013","D","140000","145750","2013-05-01"
"Shaun Wright-Phillips","NYRB","2015","M","116004","145704","2015-09-15"
"Kofi Sarkodie","HOU","2013","D","100000","145500","2013-08-01"
"Kofi Sarkodie","HOU","2013","D","100000","145500","2013-09-15"
"Kofi Sarkodie","HOU","2013","D","100000","145500","2013-05-01"
"Chris Wingert","RSL","2017","D","134004","145394","2017-04-15"
"Chris Wingert","RSL","2017","D","134004","145394","2017-09-15"
"Eric Kronberg","MTL","2016","GK","145200","145200","2016-09-15"
"Eric Kronberg","MTL","2016","GK","145200","145200","2016-05-15"
"Brandon Vázquez","ATL","2018","F","125004","145004","2018-05-01"
"Brandon Vázquez","ATL","2018","F","125004","145004","2018-09-15"
"Fidel Escobar","NYRB","2018","D","145000.08","145000.08","2018-05-01"
"Fidel Escobar","NYRB","2018","D","145000.08","145000.08","2018-09-15"
"Ryan Hollingshead","FCD","2018","D","145000","145000","2018-05-01"
"Zack Steffen","CLB","2018","GK","145000","145000","2018-05-01"
"Ryan Hollingshead","FCD","2018","D","145000","145000","2018-09-15"
"Zack Steffen","CLB","2018","GK","145000","145000","2018-09-15"
"Tommy Thompson","SJE","2014","M","140000","145000","2014-04-01"
"Tommy Thompson","SJE","2014","M","140000","145000","2014-09-15"
"Andy Dorman","NER","2015","M","145000","145000","2015-07-15"
"Tommy Thompson","SJE","2015","M","140000","145000","2015-07-15"
"Andy Dorman","NER","2015","M","145000","145000","2015-09-15"
"Tommy Thompson","SJE","2015","M","140000","145000","2015-09-15"
"Harry Shipp","SEA","2017","M","144999.96","144999.96","2017-04-15"
"Harry Shipp","SEA","2017","M","144999.96","144999.96","2017-09-15"
"Marlon Hairston","COL","2018","M","144996","144996","2018-05-01"
"Marlon Hairston","COL","2018","M","144996","144996","2018-09-15"
"Lalas Abubakar","COL","2019","D","135000","144938","2019-06-01"
"Lalas Abubakar","COL","2019","D","135000","144937.5","2019-09-13"
"Ryan Johnson","POR","2013","M","144704","144704","2013-08-01"
"Ryan Johnson","POR","2013","M","144704","144704","2013-09-15"
"Ryan Johnson","POR","2013","M","144704","144704","2013-05-01"
"Jacob Peterson","SKC","2016","F","137750","144625","2016-09-15"
"Jacob Peterson","SKC","2016","F","137750","144625","2016-05-15"
"Andrew Driver","HOU","2014","M","130000","144583.33","2014-04-01"
"Andrew Driver","HOU","2014","M","130000","144583.33","2014-09-15"
"Brandon Vincent","CHI","2018","D","122375","144250","2018-05-01"
"Brandon Vincent","CHI","2018","D","122375","144250","2018-09-15"
"Patrick Mullins","DCU","2017","F","114125","144125","2017-04-15"
"Patrick Mullins","DCU","2017","F","114125","144125","2017-09-15"
"Dániel Sallói","SKC","2019","M","130000","144125","2019-06-01"
"Luis Gil","ORL","2017","M","144000","144000","2017-04-15"
"Joe Bendik","CLB","2019","GK","144000","144000","2019-06-01"
"Jerry Bengtson","NER","2014","F","144000","144000","2014-09-15"
"Khaly Thiam","CHI","2016","M","144000","144000","2016-05-15"
"Luis Gil","COL","2017","M","144000","144000","2017-09-15"
"Joe Bendik","PHI","2019","GK","144000","144000","2019-09-13"
"Oswaldo Minda","CHV","2013","M","125000","143750","2013-08-01"
"Oswaldo Minda","CHV","2013","M","125000","143750","2013-09-15"
"Oswaldo Minda","CHV","2013","M","125000","143750","2013-05-01"
"A.J. Soares","NER","2013","D","103345","143345","2013-08-01"
"A.J. Soares","NER","2013","D","103345","143345","2013-09-15"
"A.J. Soares","NER","2013","D","103345","143345","2013-05-01"
"Kevin Alston","NER","2014","D","125000","143333.33","2014-04-01"
"Kevin Alston","NER","2014","D","125000","143333.33","2014-09-15"
"Samuel Piette","MTL","2019","D","135000","143159.38","2019-09-13"
"Samuel Piette","MTL","2019","D","135000","143159","2019-06-01"
"Atiba Harris","FCD","2016","M","143000","143000","2016-09-15"
"Agus","HOU","2017","D","143000","143000","2017-04-15"
"Seth Sinovic","SKC","2019","D","135000","143000","2019-06-01"
"Collen Warner","MTL","2014","M","115500","143000","2014-04-01"
"Sebastián Fernandez","VAN","2014","M","143000","143000","2014-04-01"
"Collen Warner","TOR","2014","M","115500","143000","2014-09-15"
"Sebastián Fernandez","VAN","2014","M","143000","143000","2014-09-15"
"Atiba Harris","FCD","2016","D","143000","143000","2016-05-15"
"Seth Sinovic","SKC","2019","D","135000","143000","2019-09-13"
"David Arshakyan","CHI","2016","F","120000","142850","2016-09-15"
"Jonathan Osorio","TOR","2014","M","135000","142599.68","2014-04-01"
"Jonathan Osorio","TOR","2014","M","135000","142599.68","2014-09-15"
"Arturo Álvarez","CHI","2017","M","135000","142500","2017-04-15"
"Arturo Álvarez","CHI","2017","M","135000","142500","2017-09-15"
"A.J. DeLaGarza","LAG","2013","D","120000","142500","2013-08-01"
"A.J. DeLaGarza","LAG","2013","D","120000","142500","2013-09-15"
"Ethan Finlay","CLB","2015","F","135000","142500","2015-07-15"
"Ethan Finlay","CLB","2015","F","135000","142500","2015-09-15"
"A.J. DeLaGarza","LAG","2013","D","120000","142500","2013-05-01"
"Frédéric Piquionne","POR","2014","F","142000","142000","2014-04-01"
"Alex","HOU","2015","M","142000","142000","2015-07-15"
"C.J. Sapong","PHI","2015","F","125000","142000","2015-07-15"
"Alex","HOU","2015","M","142000","142000","2015-09-15"
"C.J. Sapong","PHI","2015","F","125000","142000","2015-09-15"
"Fabinho","PHI","2016","D","142000","142000","2016-05-15"
"Omar Salgado","VAN","2014","F","100000","141868.67","2014-04-01"
"Omar Salgado","VAN","2014","F","100000","141868.67","2014-09-15"
"Agustín Viana","CLB","2014","D","115000","141666.67","2014-04-01"
"Agustín Viana","CLB","2014","D","115000","141666.67","2014-09-15"
"Víctor Bernárdez","SJE","2014","D","100008","141608","2014-04-01"
"Víctor Bernárdez","SJE","2014","D","100008","141608","2014-09-15"
"Michel","FCD","2014","M","120000","141500","2014-04-01"
"Michel","FCD","2014","M","120000","141500","2014-09-15"
"Sanna Nyassi","SJE","2016","M","135000","141250","2016-09-15"
"João Pedro","LAG","2017","M","120000","141000","2017-04-15"
"João Pedro","LAG","2017","M","120000","141000","2017-09-15"
"Eriq Zavaleta","TOR","2016","F","110000","140600","2016-05-15"
"Ayo Akinola","TOR","2018","F","54504","140504","2018-05-01"
"Ayo Akinola","TOR","2018","F","54504","140504","2018-09-15"
"Zac MacMath","COL","2016","GK","140004","140004","2016-09-15"
"Sebastien Le Toux","DCU","2017","F","125004","140004","2017-04-15"
"Marc Burch","MIN","2018","D","140004","140004","2018-05-01"
"Jimmy Medranda","SKC","2018","D","140004","140004","2018-05-01"
"Marc Burch","MIN","2018","D","140004","140004","2018-09-15"
"Jimmy Medranda","SKC","2018","D","140004","140004","2018-09-15"
"José Rafael Hernández","ATL","2019","D","140004","140004","2019-06-01"
"José Rafael Hernández","ATL","2019","D","140004","140004","2019-09-13"
"Steve Clark","POR","2019","GK","140000.04","140000.04","2019-09-13"
"Patrice Bernier","MTL","2016","M","95000","140000","2016-09-15"
"Damien Perrinelle","NYRB","2016","D","140000","140000","2016-09-15"
"Marcel de Jong","VAN","2017","D","140000","140000","2017-04-15"
"Brian Carroll","PHI","2017","M","132000","140000","2017-04-15"
"Kofi Sarkodie","SJE","2017","D","135000","140000","2017-04-15"
"Kofi Sarkodie","SJE","2017","D","135000","140000","2017-09-15"
"Marcel de Jong","VAN","2017","D","140000","140000","2017-09-15"
"Brian Carroll","PHI","2017","M","132000","140000","2017-09-15"
"Taylor Kemp","DCU","2018","D","140000","140000","2018-05-01"
"Taylor Kemp","DCU","2018","D","140000","140000","2018-09-15"
"Edgar Mejía","CHV","2013","M","140000","140000","2013-08-01"
"Edgar Mejía","CHV","2013","M","140000","140000","2013-09-15"
"Steve Clark","POR","2019","GK","140000","140000","2019-06-01"
"Jordan Stewart","SJE","2014","M","140000","140000","2014-04-01"
"Jordan Stewart","SJE","2014","M","140000","140000","2014-09-15"
"Bobby Burling","COL","2015","D","132500","140000","2015-07-15"
"Bobby Burling","COL","2015","D","132500","140000","2015-09-15"
"Patrice Bernier","MTL","2016","M","95000","140000","2016-05-15"
"Damien Perrinelle","NYRB","2016","D","140000","140000","2016-05-15"
"Zac MacMath","COL","2016","GK","140000","140000","2016-05-15"
"Edgar Mejía","CHV","2013","M","140000","140000","2013-05-01"
"Dániel Sallói","SKC","2019","M","129999.96","139624.96","2019-09-13"
"Zat Knight","COL","2014","D","120000","139583.33","2014-09-15"
"Justin Morrow","SJE","2013","D","130000","139562.5","2013-08-01"
"Justin Morrow","SJE","2013","D","130000","139562.5","2013-09-15"
"Justin Morrow","SJE","2013","D","130000","139562.5","2013-05-01"
"Walter Restrepo","PHI","2016","M","125000","139500","2016-09-15"
"Júnior Moreno","DCU","2018","M","120000","139500","2018-05-01"
"Júnior Moreno","DCU","2018","M","120000","139500","2018-09-15"
"Walter Restrepo","PHI","2016","M","125000","139500","2016-05-15"
"Shane O'Neill","ORL","2019","D","125000","139500","2019-06-01"
"Shane O'Neill","ORL","2019","D","124999.92","139499.92","2019-09-13"
"Richie Marquez","PHI","2017","D","133000","139430","2017-04-15"
"Richie Marquez","PHI","2017","D","133000","139430","2017-09-15"
"Scott Caldwell","NER","2018","M","129375","139375","2018-05-01"
"Scott Caldwell","NER","2018","M","129375","139375","2018-09-15"
"Jerry Bengtson","NER","2013","F","132000","138840","2013-08-01"
"Jerry Bengtson","NER","2013","F","132000","138840","2013-09-15"
"Jerry Bengtson","NER","2013","F","132000","138840","2013-05-01"
"Clint Irwin","COL","2019","GK","126000","138707.24","2019-09-13"
"Clint Irwin","COL","2019","GK","126000","138707","2019-06-01"
"Cordell Cato","SJE","2017","M","137000","138666.67","2017-04-15"
"Cordell Cato","SJE","2017","D","137000","138666.67","2017-09-15"
"Jaime Penedo","LAG","2014","GK","135000","138562.5","2014-04-01"
"Jaime Penedo","LAG","2014","GK","135000","138562.5","2014-09-15"
"Jay Chapman","TOR","2019","M","120000","138500","2019-06-01"
"Jay Chapman","TOR","2019","M","120000","138500","2019-09-13"
"Maynor Figueroa","FCD","2016","D","115000","138333.33","2016-09-15"
"Nick LaBrocca","COL","2013","M","120000","138333.33","2013-08-01"
"Nick LaBrocca","COL","2013","M","120000","138333.33","2013-09-15"
"Steve Clark","CLB","2014","GK","135000","138333.33","2014-04-01"
"Steve Clark","CLB","2014","GK","135000","138333.33","2014-09-15"
"Maynor Figueroa","FCD","2016","D","115000","138333.33","2016-05-15"
"Nick LaBrocca","COL","2013","M","120000","138333.33","2013-05-01"
"Andre Blake","PHI","2016","GK","100000","138000","2016-09-15"
"Warren Creavalle","PHI","2017","M","125000","138000","2017-04-15"
"Dairon Asprilla","POR","2017","M","138000","138000","2017-04-15"
"Warren Creavalle","PHI","2017","M","125000","138000","2017-09-15"
"Andre Blake","PHI","2016","GK","100000","138000","2016-05-15"
"Dairon Asprilla","POR","2017","M","138000","138000","2017-09-15"
"Thomas Roberts","FCD","2019","M","110000","138000","2019-06-01"
"Thomas Roberts","FCD","2019","M","109999.92","137999.92","2019-09-13"
"David Bingham","SJE","2015","GK","130000","137750","2015-07-15"
"David Bingham","SJE","2015","GK","130000","137750","2015-09-15"
"Ian Harkes","DCU","2018","M","104500","137737.5","2018-05-01"
"Ian Harkes","DCU","2018","M","104500","137737.5","2018-09-15"
"Jordan Hamilton","TOR","2019","F","124992","137659","2019-06-01"
"Jordan Hamilton","CLB","2019","F","124992","137658.67","2019-09-13"
"José Guillermo Ortiz","DCU","2017","F","129996","137621","2017-04-15"
"Jonathan Lewis","COL","2019","M","100000.08","137500.08","2019-09-13"
"Justin Mapp","MTL","2013","M","125000","137500","2013-08-01"
"Collen Warner","MTL","2013","M","110000","137500","2013-08-01"
"Justin Mapp","MTL","2013","M","125000","137500","2013-09-15"
"Collen Warner","MTL","2013","M","110000","137500","2013-09-15"
"Jack Jewsbury","POR","2015","D","120000","137500","2015-07-15"
"Jack Jewsbury","POR","2015","D","120000","137500","2015-09-15"
"Justin Mapp","MTL","2013","M","125000","137500","2013-05-01"
"Collen Warner","MTL","2013","M","110000","137500","2013-05-01"
"Diego Fagundez","NER","2014","F","110000","137200","2014-04-01"
"Diego Fagundez","NER","2014","F","110000","137200","2014-09-15"
"Cristian Roldan","SEA","2017","M","115000","137000","2017-04-15"
"Cristian Roldan","SEA","2017","M","115000","137000","2017-09-15"
"Ryan Meara","NYRB","2019","GK","132000","137000","2019-06-01"
"Ryan Meara","NYRB","2019","GK","132000","137000","2019-09-13"
"Ulises Segura","DCU","2018","M","136999.92","136999.92","2018-05-01"
"Ulises Segura","DCU","2018","M","136999.92","136999.92","2018-09-15"
